runningHumansAvg,runningHumansMSE,runningHumansMed,runningZombiesAvg,runningZombiesMSE,runningZombiesMed,seed,walkingHumansAvg,walkingHumansMSE,walkingHumansMed,walkingZombiesAvg,walkingZombiesMSE,walkingZombiesMed
4.91,3.3766699572211674,4.0,126.49,56.34917834361029,129.5,1311292156631422334,2.2,2.0199009876724157,2.0,115.39,59.46240745210372,113.5
4.7,3.2756678708318403,4.0,123.99,57.93401332550681,129.5,1311292156631422334,2.04,1.8542923178398814,2.0,118.25,60.88782719066267,113.5
4.47,3.14469394377259,4.0,120.61,60.066445708065665,124.0,1311292156631422334,1.97,1.7289013852733188,2.0,121.91,62.94554710223751,123.5
4.29,3.0603757939181255,4.0,117.42,61.97792832936575,116.0,1311292156631422334,1.97,1.7632640188014954,2.0,125.28,64.87435240524563,127.5
4.18,2.9133485888235215,4.0,116.11,64.99921461063974,112.5,1311292156631422334,1.84,1.8095303258028033,1.0,126.83,67.72179191368167,130.5
4.09,2.9054947943508695,4.0,116.93,63.763979643682845,114.5,1311292156631422334,1.68,1.6845177351396454,1.0,126.26,66.34886886752479,128.0
3.88,2.8116898833263964,3.0,113.69,62.65471969452899,107.5,1311292156631422334,1.73,1.7768230075052496,1.0,129.63,65.16972533316373,133.0
3.78,2.7113834107333474,3.0,109.11,61.920900348751395,105.0,1311292156631422334,1.58,1.5567915724335095,1.0,134.46,64.25035719745067,140.0
3.59,2.649886790034623,3.0,106.84,62.9203814355889,106.5,1311292156631422334,1.53,1.41742724681022,1.0,136.97,65.20191024809013,140.0
3.52,2.574800963181426,3.0,106.12,61.67613476864451,101.5,1311292156631422334,1.49,1.4177094201563305,1.0,137.8,64.01656035745751,141.0
3.45,2.5937424698685874,3.0,104.36,61.82467468575957,99.5,1311292156631422334,1.41,1.4077997016621364,1.0,139.69,64.06054870198975,144.0
3.21,2.426087385070867,3.0,100.8,62.078498693186845,88.5,1311292156631422334,1.42,1.4012851244482687,1.0,143.46,64.18090370195794,156.5
3.02,2.190798941025853,2.5,98.17,60.777801046105644,88.5,1311292156631422334,1.41,1.4838800490605704,1.0,146.28,62.59969328998346,155.0
2.98,2.208981665836093,2.0,94.61,58.867800196711954,88.0,1311292156631422334,1.31,1.3906473312813714,1.0,149.98,60.6100618709468,155.5
2.86,2.2227010595219507,2.0,95.3,60.849732949290754,84.0,1311292156631422334,1.25,1.2835497652993435,1.0,149.46,62.49598707117122,164.5
2.78,2.2071701339044987,2.0,91.64,61.30000326264264,84.0,1311292156631422334,1.22,1.145251064177633,1.0,153.23,62.90180522051812,163.0
2.7,2.174856317093154,2.0,90.65,61.63641375031484,85.5,1311292156631422334,1.14,1.140350823211874,1.0,154.38,63.2783975776884,161.5
2.59,2.078917987800384,2.0,89.25,60.894396293911974,84.0,1311292156631422334,1.11,1.1479982578383996,1.0,155.91,62.41491728745621,160.5
2.48,2.0711349545599385,2.0,88.21,59.58276512549581,83.0,1311292156631422334,1.05,1.1346805717910218,1.0,157.12,61.01315923634834,161.5
2.41,2.078917987800384,2.0,86.13,60.704308743284436,82.5,1311292156631422334,0.97,1.0625911725588544,1.0,159.35,62.060192555292645,166.0
2.21,1.9914567532336722,2.0,85.06,59.881686682991806,86.0,1311292156631422334,1.06,1.0565983153497833,1.0,160.53,61.22196582926753,160.5
2.09,1.9343991315134532,2.0,84.11,61.32289865947303,83.5,1311292156631422334,1.04,1.0947145746723206,1.0,161.62,62.566729177734715,163.0
2.02,1.870721785835617,2.0,82.6,61.45892937564076,77.5,1311292156631422334,1.01,1.1618519699169942,1.0,163.22,62.79706681048088,169.0
1.93,1.7507426995421123,2.0,79.16,60.611503858591064,71.0,1311292156631422334,1.02,1.240806189539688,1.0,166.74,62.072638094413236,173.5
1.85,1.6393596310755003,1.0,77.96,59.537873660385294,72.0,1311292156631422334,1.02,1.2882546332150333,1.0,168.01,60.982701645630634,175.5
1.74,1.6590358645912389,1.0,76.57,60.265289346355914,71.5,1311292156631422334,1.02,1.2408061895396878,1.0,169.51,61.65427722388772,175.0
1.74,1.5913516267626084,1.0,75.56,61.97020574437362,67.0,1311292156631422334,0.84,1.2059850745345067,0.5,170.69,63.38039050053258,181.0
1.77,1.6604517457607733,1.0,70.8,59.4207034626821,67.0,1311292156631422334,0.73,1.138902980942626,0.0,175.53,60.86566437655963,179.5
1.71,1.5575300960174092,1.0,67.91,57.90614734205687,64.5,1311292156631422334,0.7,1.1090536506409416,0.0,178.51,59.172543464008704,180.5
1.64,1.6156732342896574,1.0,67.3,57.82464872353312,58.5,1311292156631422334,0.66,1.0509043724335718,0.0,179.23,58.94011452313271,188.0
1.55,1.6635804759614126,1.0,65.86,58.636169724837934,56.0,1311292156631422334,0.68,0.8704022058795579,0.0,180.74,60.02926286403991,191.0
1.46,1.6877203559831826,1.0,67.27,60.55920326424384,55.5,1311292156631422334,0.71,0.8636550237218563,0.0,179.38,62.04575408519103,192.5
1.41,1.679851183885048,1.0,65.32,59.93711371095542,52.5,1311292156631422334,0.62,0.7846018098373211,0.0,181.46,61.45086167011819,197.5
1.31,1.6043378696521504,1.0,62.32,58.91636105531299,49.0,1311292156631422334,0.65,0.8411301920630361,0.0,184.53,60.487429272535614,199.5
1.25,1.5451537140362444,1.0,60.66,59.239719783267034,44.5,1311292156631422334,0.66,0.8856635930193811,0.0,186.23,60.770363665194566,201.5
1.22,1.446236495183274,1.0,58.6,60.193355114995875,44.0,1311292156631422334,0.6,0.8831760866327844,0.0,188.38,61.76030764172083,203.5
1.16,1.4263239463740343,1.0,57.14,61.33955004725747,35.5,1311292156631422334,0.58,0.907524104363074,0.0,189.91,62.83153587172607,212.0
1.06,1.3843409984537773,1.0,54.59,59.72756398849697,33.5,1311292156631422334,0.61,0.9369631796394139,0.0,192.53,61.19321122477559,213.0
1.02,1.3489254983133803,1.0,52.16,59.104267189433976,27.5,1311292156631422334,0.56,0.9520504188329523,0.0,195.05,60.549380673959,220.0
1.01,1.3527379642783746,1.0,50.39,59.321479246559605,25.0,1311292156631422334,0.46,0.8879189152169246,0.0,196.93,60.69419329721748,222.0
0.97,1.322535443759448,1.0,48.3,60.0478975485404,21.0,1311292156631422334,0.43,0.8277076778670109,0.0,199.08,61.36133636093662,224.5
0.95,1.243985530462473,1.0,46.64,56.94638179902214,24.0,1311292156631422334,0.38,0.7846018098373211,0.0,200.81,58.23653406582505,224.5
0.97,1.2284543133547947,1.0,46.48,55.70107359827098,24.5,1311292156631422334,0.33,0.6641535966928128,0.0,201.0,56.93241607379754,223.0
0.92,1.1720068259186893,1.0,46.12,56.252871926684776,25.0,1311292156631422334,0.3,0.6244997998398403,0.0,201.43,57.430001741250194,223.0
0.88,1.1685888926393235,1.0,39.4,52.40820546441174,15.5,1311292156631422334,0.27,0.5264028875300745,0.0,208.2,53.67047605527642,232.5
0.82,1.1258774356030055,1.0,38.89,52.45224399394178,13.5,1311292156631422334,0.28,0.5844655678480981,0.0,208.76,53.633966849376336,234.0
