runningHumansAvg,runningHumansMSE,runningHumansMed,runningZombiesAvg,runningZombiesMSE,runningZombiesMed,walkingHumansAvg,walkingHumansMSE,walkingHumansMed,walkingZombiesAvg,walkingZombiesMSE,walkingZombiesMed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
